State,Year,Race,Gender,Age,Education,Current_Consumption,Previous_Year_Consumption,Current_Tax,Previous_Year_Tax
Nevada,2015,All Races,Female,18 to 44 Years,All Grades,14.7,13.2,2.81,1.81
Nevada,2015,All Races,Female,All Ages,All Grades,14.6,13.7,2.81,1.81
Nevada,2015,All Races,Male,All Ages,All Grades,20.5,20.2,2.81,1.81
Nevada,2015,All Races,Overall,18 to 24 Years,All Grades,13.8,17.3,2.81,1.81
Nevada,2015,All Races,Overall,25 to 44 Years,All Grades,23.2,18.6,2.81,1.81
Nevada,2015,All Races,Overall,45 to 64 Years,All Grades,15.8,17.5,2.81,1.81
Nevada,2015,All Races,Overall,65 Years and Older,All Grades,12.3,12.6,2.81,1.81
Nevada,2015,All Races,Overall,Age 20 and Older,12th Grade,20.5,24.0,2.81,1.81
Nevada,2015,All Races,Overall,Age 20 and Older,< 12th Grade,20.1,23.5,2.81,1.81
Nevada,2015,All Races,Overall,Age 20 and Older,> 12th Grade,15.9,11.9,2.81,1.81
Nevada,2015,All Races,Overall,Age 25 and Older,12th Grade,20.8,23.8,2.81,1.81
Nevada,2015,All Races,Overall,Age 25 and Older,< 12th Grade,19.6,22.0,2.81,1.81
Nevada,2015,All Races,Overall,Age 25 and Older,> 12th Grade,16.2,11.8,2.81,1.81
Nevada,2015,All Races,Overall,All Ages,All Grades,17.5,17.0,2.81,1.81
Nevada,2015,American Indian/Alaska Native,Overall,All Ages,All Grades,,34.8,2.81,1.81
Nevada,2015,Asian/Pacific Islander,Overall,All Ages,All Grades,17.2,12.1,2.81,1.81
Nevada,2015,Hispanic,Overall,All Ages,All Grades,14.3,15.8,2.81,1.81
Nevada,2015,White,Overall,All Ages,All Grades,17.5,17.2,2.81,1.81
New Hampshire,2013,African American,Overall,All Ages,All Grades,,,2.79,2.69
New Hampshire,2013,All Races,Female,18 to 44 Years,All Grades,21.2,17.4,2.79,2.69
New Hampshire,2013,All Races,Female,All Ages,All Grades,15.8,14.5,2.79,2.69
New Hampshire,2013,All Races,Male,All Ages,All Grades,16.7,20.0,2.79,2.69
New Hampshire,2013,All Races,Overall,18 to 24 Years,All Grades,17.7,19.5,2.79,2.69
New Hampshire,2013,All Races,Overall,25 to 44 Years,All Grades,21.5,24.1,2.79,2.69
New Hampshire,2013,All Races,Overall,45 to 64 Years,All Grades,16.4,16.3,2.79,2.69
New Hampshire,2013,All Races,Overall,65 Years and Older,All Grades,7.1,6.9,2.79,2.69
New Hampshire,2013,All Races,Overall,Age 20 and Older,12th Grade,24.0,24.1,2.79,2.69
New Hampshire,2013,All Races,Overall,Age 20 and Older,< 12th Grade,34.9,39.7,2.79,2.69
New Hampshire,2013,All Races,Overall,Age 20 and Older,> 12th Grade,10.8,11.0,2.79,2.69
New Hampshire,2013,All Races,Overall,Age 25 and Older,12th Grade,22.5,23.0,2.79,2.69
New Hampshire,2013,All Races,Overall,Age 25 and Older,< 12th Grade,34.7,37.4,2.79,2.69
New Hampshire,2013,All Races,Overall,Age 25 and Older,> 12th Grade,10.5,11.3,2.79,2.69
New Hampshire,2013,All Races,Overall,All Ages,All Grades,16.2,17.2,2.79,2.69
New Hampshire,2013,American Indian/Alaska Native,Overall,All Ages,All Grades,,,2.79,2.69
New Hampshire,2013,Asian/Pacific Islander,Overall,All Ages,All Grades,,5.1,2.79,2.69
New Hampshire,2013,Hispanic,Overall,All Ages,All Grades,19.8,11.1,2.79,2.69
New Hampshire,2013,White,Overall,All Ages,All Grades,16.0,17.1,2.79,2.69
New Mexico,2019,African American,Overall,All Ages,All Grades,19.3,16.1,3.01,2.67
New Mexico,2019,All Races,Female,18 to 44 Years,All Grades,15.6,11.7,3.01,2.67
New Mexico,2019,All Races,Female,All Ages,All Grades,13.8,13.2,3.01,2.67
New Mexico,2019,All Races,Male,All Ages,All Grades,18.3,17.3,3.01,2.67
New Mexico,2019,All Races,Overall,18 to 24 Years,All Grades,17.7,12.0,3.01,2.67
New Mexico,2019,All Races,Overall,25 to 44 Years,All Grades,19.3,17.1,3.01,2.67
New Mexico,2019,All Races,Overall,45 to 64 Years,All Grades,17.2,18.6,3.01,2.67
New Mexico,2019,All Races,Overall,65 Years and Older,All Grades,9.0,9.4,3.01,2.67
New Mexico,2019,All Races,Overall,Age 20 and Older,12th Grade,19.4,19.6,3.01,2.67
New Mexico,2019,All Races,Overall,Age 20 and Older,< 12th Grade,25.1,24.5,3.01,2.67
New Mexico,2019,All Races,Overall,Age 20 and Older,> 12th Grade,12.4,11.1,3.01,2.67
New Mexico,2019,All Races,Overall,Age 25 and Older,12th Grade,19.5,19.0,3.01,2.67
New Mexico,2019,All Races,Overall,Age 25 and Older,< 12th Grade,24.0,24.7,3.01,2.67
New Mexico,2019,All Races,Overall,Age 25 and Older,> 12th Grade,12.1,11.7,3.01,2.67
New Mexico,2019,All Races,Overall,All Ages,All Grades,16.0,15.2,3.01,2.67
New Mexico,2019,American Indian/Alaska Native,Overall,All Ages,All Grades,12.2,17.3,3.01,2.67
New Mexico,2019,Asian/Pacific Islander,Overall,All Ages,All Grades,,,3.01,2.67
New Mexico,2019,Hispanic,Overall,All Ages,All Grades,17.0,15.6,3.01,2.67
New Mexico,2019,White,Overall,All Ages,All Grades,15.3,14.7,3.01,2.67
Ohio,2015,African American,Overall,All Ages,All Grades,28.2,22.0,2.61,2.26
Ohio,2015,All Races,Female,18 to 44 Years,All Grades,24.3,24.1,2.61,2.26
Ohio,2015,All Races,Female,All Ages,All Grades,20.2,20.4,2.61,2.26
Ohio,2015,All Races,Male,All Ages,All Grades,23.1,21.7,2.61,2.26
Ohio,2015,All Races,Overall,18 to 24 Years,All Grades,22.2,19.2,2.61,2.26
Ohio,2015,All Races,Overall,25 to 44 Years,All Grades,26.8,27.2,2.61,2.26
Ohio,2015,All Races,Overall,45 to 64 Years,All Grades,23.6,22.4,2.61,2.26
Ohio,2015,All Races,Overall,65 Years and Older,All Grades,9.9,10.2,2.61,2.26
Ohio,2015,All Races,Overall,Age 20 and Older,12th Grade,24.5,25.8,2.61,2.26
Ohio,2015,All Races,Overall,Age 20 and Older,< 12th Grade,44.8,42.1,2.61,2.26
Ohio,2015,All Races,Overall,Age 20 and Older,> 12th Grade,15.6,14.6,2.61,2.26
Ohio,2015,All Races,Overall,Age 25 and Older,12th Grade,24.2,25.5,2.61,2.26
Ohio,2015,All Races,Overall,Age 25 and Older,< 12th Grade,42.9,39.9,2.61,2.26
Ohio,2015,All Races,Overall,Age 25 and Older,> 12th Grade,15.7,14.6,2.61,2.26
Ohio,2015,All Races,Overall,All Ages,All Grades,21.6,21.0,2.61,2.26
Ohio,2015,American Indian/Alaska Native,Overall,All Ages,All Grades,37.1,31.5,2.61,2.26
Ohio,2015,Asian/Pacific Islander,Overall,All Ages,All Grades,8.8,15.4,2.61,2.26
Ohio,2015,Hispanic,Overall,All Ages,All Grades,29.2,20.8,2.61,2.26
Ohio,2015,White,Overall,All Ages,All Grades,20.4,20.7,2.61,2.26
Oklahoma,2018,African American,Overall,All Ages,All Grades,21.0,18.8,3.04,2.04
Oklahoma,2018,All Races,Female,18 to 44 Years,All Grades,18.4,22.6,3.04,2.04
Oklahoma,2018,All Races,Female,All Ages,All Grades,17.2,19.2,3.04,2.04
Oklahoma,2018,All Races,Male,All Ages,All Grades,22.2,21.2,3.04,2.04
Oklahoma,2018,All Races,Overall,18 to 24 Years,All Grades,17.3,20.9,3.04,2.04
Oklahoma,2018,All Races,Overall,25 to 44 Years,All Grades,21.7,25.3,3.04,2.04
Oklahoma,2018,All Races,Overall,45 to 64 Years,All Grades,23.7,20.8,3.04,2.04
Oklahoma,2018,All Races,Overall,65 Years and Older,All Grades,11.7,10.1,3.04,2.04
Oklahoma,2018,All Races,Overall,Age 20 and Older,12th Grade,23.6,24.7,3.04,2.04
Oklahoma,2018,All Races,Overall,Age 20 and Older,< 12th Grade,33.9,35.6,3.04,2.04
Oklahoma,2018,All Races,Overall,Age 20 and Older,> 12th Grade,15.0,15.0,3.04,2.04
Oklahoma,2018,All Races,Overall,Age 25 and Older,12th Grade,23.0,25.1,3.04,2.04
Oklahoma,2018,All Races,Overall,Age 25 and Older,< 12th Grade,33.8,32.9,3.04,2.04
Oklahoma,2018,All Races,Overall,Age 25 and Older,> 12th Grade,15.4,14.5,3.04,2.04
Oklahoma,2018,All Races,Overall,All Ages,All Grades,19.7,20.1,3.04,2.04
Oklahoma,2018,American Indian/Alaska Native,Overall,All Ages,All Grades,21.7,29.7,3.04,2.04
Oklahoma,2018,Asian/Pacific Islander,Overall,All Ages,All Grades,13.0,19.5,3.04,2.04
Oklahoma,2018,Hispanic,Overall,All Ages,All Grades,11.6,19.5,3.04,2.04
Oklahoma,2018,White,Overall,All Ages,All Grades,19.8,18.9,3.04,2.04
Oregon,2014,African American,Overall,All Ages,All Grades,,,2.32,2.19
Oregon,2014,All Races,Female,18 to 44 Years,All Grades,19.7,18.2,2.32,2.19
Oregon,2014,All Races,Female,All Ages,All Grades,15.8,16.0,2.32,2.19
Oregon,2014,All Races,Male,All Ages,All Grades,18.2,18.7,2.32,2.19
Oregon,2014,All Races,Overall,18 to 24 Years,All Grades,17.5,18.0,2.32,2.19
Oregon,2014,All Races,Overall,25 to 44 Years,All Grades,20.8,20.8,2.32,2.19
Oregon,2014,All Races,Overall,45 to 64 Years,All Grades,18.2,19.0,2.32,2.19
Oregon,2014,All Races,Overall,65 Years and Older,All Grades,8.6,8.0,2.32,2.19
Oregon,2014,All Races,Overall,Age 20 and Older,12th Grade,23.7,24.8,2.32,2.19
Oregon,2014,All Races,Overall,Age 20 and Older,< 12th Grade,32.8,35.7,2.32,2.19
Oregon,2014,All Races,Overall,Age 20 and Older,> 12th Grade,12.3,12.2,2.32,2.19
Oregon,2014,All Races,Overall,Age 25 and Older,12th Grade,22.2,23.4,2.32,2.19
Oregon,2014,All Races,Overall,Age 25 and Older,< 12th Grade,33.8,34.5,2.32,2.19
Oregon,2014,All Races,Overall,Age 25 and Older,> 12th Grade,12.4,12.1,2.32,2.19
Oregon,2014,All Races,Overall,All Ages,All Grades,17.0,17.3,2.32,2.19
Oregon,2014,American Indian/Alaska Native,Overall,All Ages,All Grades,,,2.32,2.19
Oregon,2014,Asian/Pacific Islander,Overall,All Ages,All Grades,11.5,8.5,2.32,2.19
Oregon,2014,Hispanic,Overall,All Ages,All Grades,12.7,18.0,2.32,2.19
Oregon,2014,White,Overall,All Ages,All Grades,17.1,16.9,2.32,2.19
Oregon,2016,African American,Overall,All Ages,All Grades,,30.7,2.33,2.32
Oregon,2016,All Races,Female,18 to 44 Years,All Grades,15.5,19.7,2.33,2.32
Oregon,2016,All Races,Female,All Ages,All Grades,14.4,16.3,2.33,2.32
Oregon,2016,All Races,Male,All Ages,All Grades,18.1,17.9,2.33,2.32
Oregon,2016,All Races,Overall,18 to 24 Years,All Grades,15.1,19.1,2.33,2.32
Oregon,2016,All Races,Overall,25 to 44 Years,All Grades,19.0,19.9,2.33,2.32
Oregon,2016,All Races,Overall,45 to 64 Years,All Grades,19.3,18.8,2.33,2.32
Oregon,2016,All Races,Overall,65 Years and Older,All Grades,7.8,8.9,2.33,2.32
Oregon,2016,All Races,Overall,Age 20 and Older,12th Grade,22.4,22.9,2.33,2.32
Oregon,2016,All Races,Overall,Age 20 and Older,< 12th Grade,32.2,33.9,2.33,2.32
Oregon,2016,All Races,Overall,Age 20 and Older,> 12th Grade,11.8,12.4,2.33,2.32
Oregon,2016,All Races,Overall,Age 25 and Older,12th Grade,22.8,22.7,2.33,2.32
Oregon,2016,All Races,Overall,Age 25 and Older,< 12th Grade,30.7,32.0,2.33,2.32
Oregon,2016,All Races,Overall,Age 25 and Older,> 12th Grade,11.9,12.2,2.33,2.32
Oregon,2016,All Races,Overall,All Ages,All Grades,16.2,17.1,2.33,2.32
Oregon,2016,American Indian/Alaska Native,Overall,All Ages,All Grades,24.0,26.1,2.33,2.32
Oregon,2016,Asian/Pacific Islander,Overall,All Ages,All Grades,5.5,6.3,2.33,2.32
Oregon,2016,Hispanic,Overall,All Ages,All Grades,12.1,15.5,2.33,2.32
Oregon,2016,White,Overall,All Ages,All Grades,16.8,16.6,2.33,2.32
Pennsylvania,2016,African American,Overall,All Ages,All Grades,24.1,25.6,3.61,2.61
Pennsylvania,2016,All Races,Female,18 to 44 Years,All Grades,18.1,19.1,3.61,2.61
Pennsylvania,2016,All Races,Female,All Ages,All Grades,16.0,16.6,3.61,2.61
Pennsylvania,2016,All Races,Male,All Ages,All Grades,20.1,19.8,3.61,2.61
Pennsylvania,2016,All Races,Overall,18 to 24 Years,All Grades,12.6,15.3,3.61,2.61
Pennsylvania,2016,All Races,Overall,25 to 44 Years,All Grades,23.5,23.8,3.61,2.61
Pennsylvania,2016,All Races,Overall,45 to 64 Years,All Grades,21.8,19.9,3.61,2.61
Pennsylvania,2016,All Races,Overall,65 Years and Older,All Grades,7.2,9.0,3.61,2.61
Pennsylvania,2016,All Races,Overall,Age 20 and Older,12th Grade,22.9,22.2,3.61,2.61
Pennsylvania,2016,All Races,Overall,Age 20 and Older,< 12th Grade,33.2,32.7,3.61,2.61
Pennsylvania,2016,All Races,Overall,Age 20 and Older,> 12th Grade,12.1,13.4,3.61,2.61
Pennsylvania,2016,All Races,Overall,Age 25 and Older,12th Grade,23.1,22.1,3.61,2.61
Pennsylvania,2016,All Races,Overall,Age 25 and Older,< 12th Grade,32.9,31.8,3.61,2.61
Pennsylvania,2016,All Races,Overall,Age 25 and Older,> 12th Grade,12.8,13.6,3.61,2.61
Pennsylvania,2016,All Races,Overall,All Ages,All Grades,18.0,18.1,3.61,2.61
Pennsylvania,2016,American Indian/Alaska Native,Overall,All Ages,All Grades,,,3.61,2.61
Pennsylvania,2016,Asian/Pacific Islander,Overall,All Ages,All Grades,7.0,6.3,3.61,2.61
Pennsylvania,2016,Hispanic,Overall,All Ages,All Grades,19.2,25.3,3.61,2.61
Pennsylvania,2016,White,Overall,All Ages,All Grades,17.2,17.1,3.61,2.61
Rhode Island,2012,African American,Overall,All Ages,All Grades,17.6,21.8,4.51,4.47
Rhode Island,2012,All Races,Female,18 to 44 Years,All Grades,19.4,21.9,4.51,4.47
Rhode Island,2012,All Races,Female,All Ages,All Grades,16.2,18.8,4.51,4.47
Rhode Island,2012,All Races,Male,All Ages,All Grades,18.8,21.4,4.51,4.47
Rhode Island,2012,All Races,Overall,18 to 24 Years,All Grades,17.8,18.1,4.51,4.47
Rhode Island,2012,All Races,Overall,25 to 44 Years,All Grades,22.3,26.1,4.51,4.47
Rhode Island,2012,All Races,Overall,45 to 64 Years,All Grades,18.2,20.9,4.51,4.47
Rhode Island,2012,All Races,Overall,65 Years and Older,All Grades,8.8,9.3,4.51,4.47
Rhode Island,2012,All Races,Overall,Age 20 and Older,12th Grade,21.4,25.5,4.51,4.47
Rhode Island,2012,All Races,Overall,Age 20 and Older,< 12th Grade,30.5,30.2,4.51,4.47
Rhode Island,2012,All Races,Overall,Age 20 and Older,> 12th Grade,13.5,15.5,4.51,4.47
Rhode Island,2012,All Races,Overall,Age 25 and Older,12th Grade,19.7,25.5,4.51,4.47
Rhode Island,2012,All Races,Overall,Age 25 and Older,< 12th Grade,30.9,29.3,4.51,4.47
Rhode Island,2012,All Races,Overall,Age 25 and Older,> 12th Grade,13.1,15.3,4.51,4.47
Rhode Island,2012,All Races,Overall,All Ages,All Grades,17.4,20.0,4.51,4.47
Rhode Island,2012,American Indian/Alaska Native,Overall,All Ages,All Grades,,,4.51,4.47
Rhode Island,2012,Asian/Pacific Islander,Overall,All Ages,All Grades,13.6,7.2,4.51,4.47
Rhode Island,2012,Hispanic,Overall,All Ages,All Grades,10.6,19.8,4.51,4.47
Rhode Island,2012,White,Overall,All Ages,All Grades,18.1,19.9,4.51,4.47
Rhode Island,2015,African American,Overall,All Ages,All Grades,18.5,21.9,4.76,4.51
Rhode Island,2015,All Races,Female,18 to 44 Years,All Grades,13.0,16.3,4.76,4.51
Rhode Island,2015,All Races,Female,All Ages,All Grades,12.8,13.9,4.76,4.51
Rhode Island,2015,All Races,Male,All Ages,All Grades,18.5,18.8,4.76,4.51
Rhode Island,2015,All Races,Overall,18 to 24 Years,All Grades,11.5,14.4,4.76,4.51
Rhode Island,2015,All Races,Overall,25 to 44 Years,All Grades,20.9,22.5,4.76,4.51
Rhode Island,2015,All Races,Overall,45 to 64 Years,All Grades,17.0,16.6,4.76,4.51
Rhode Island,2015,All Races,Overall,65 Years and Older,All Grades,7.5,7.2,4.76,4.51
Rhode Island,2015,All Races,Overall,Age 20 and Older,12th Grade,19.6,20.5,4.76,4.51
Rhode Island,2015,All Races,Overall,Age 20 and Older,< 12th Grade,27.1,26.7,4.76,4.51
Rhode Island,2015,All Races,Overall,Age 20 and Older,> 12th Grade,11.0,11.7,4.76,4.51
Rhode Island,2015,All Races,Overall,Age 25 and Older,12th Grade,20.4,20.1,4.76,4.51
Rhode Island,2015,All Races,Overall,Age 25 and Older,< 12th Grade,26.0,26.9,4.76,4.51
Rhode Island,2015,All Races,Overall,Age 25 and Older,> 12th Grade,11.6,12.3,4.76,4.51
Rhode Island,2015,All Races,Overall,All Ages,All Grades,15.5,16.3,4.76,4.51
Rhode Island,2015,American Indian/Alaska Native,Overall,All Ages,All Grades,,,4.76,4.51
Rhode Island,2015,Asian/Pacific Islander,Overall,All Ages,All Grades,13.1,15.7,4.76,4.51
Rhode Island,2015,Hispanic,Overall,All Ages,All Grades,10.8,13.6,4.76,4.51
Rhode Island,2015,White,Overall,All Ages,All Grades,15.7,16.2,4.76,4.51
Rhode Island,2017,African American,Overall,All Ages,All Grades,20.3,14.6,5.26,4.76
Rhode Island,2017,All Races,Female,18 to 44 Years,All Grades,13.7,10.9,5.26,4.76
Rhode Island,2017,All Races,Female,All Ages,All Grades,12.9,12.2,5.26,4.76
Rhode Island,2017,All Races,Male,All Ages,All Grades,17.2,16.9,5.26,4.76
Rhode Island,2017,All Races,Overall,18 to 24 Years,All Grades,10.6,9.2,5.26,4.76
Rhode Island,2017,All Races,Overall,25 to 44 Years,All Grades,19.8,17.7,5.26,4.76
Rhode Island,2017,All Races,Overall,45 to 64 Years,All Grades,16.7,17.5,5.26,4.76
Rhode Island,2017,All Races,Overall,65 Years and Older,All Grades,7.6,8.0,5.26,4.76
Rhode Island,2017,All Races,Overall,Age 20 and Older,12th Grade,19.0,19.2,5.26,4.76
Rhode Island,2017,All Races,Overall,Age 20 and Older,< 12th Grade,29.0,21.3,5.26,4.76
Rhode Island,2017,All Races,Overall,Age 20 and Older,> 12th Grade,10.8,11.5,5.26,4.76
Rhode Island,2017,All Races,Overall,Age 25 and Older,12th Grade,19.0,19.1,5.26,4.76
Rhode Island,2017,All Races,Overall,Age 25 and Older,< 12th Grade,28.5,22.3,5.26,4.76
Rhode Island,2017,All Races,Overall,Age 25 and Older,> 12th Grade,11.2,12.0,5.26,4.76
Rhode Island,2017,All Races,Overall,All Ages,All Grades,14.9,14.4,5.26,4.76
Rhode Island,2017,American Indian/Alaska Native,Overall,All Ages,All Grades,,,5.26,4.76
Rhode Island,2017,Asian/Pacific Islander,Overall,All Ages,All Grades,32.7,11.1,5.26,4.76
Rhode Island,2017,Hispanic,Overall,All Ages,All Grades,14.2,9.2,5.26,4.76
Rhode Island,2017,White,Overall,All Ages,All Grades,14.2,15.0,5.26,4.76
Vermont,2015,African American,Overall,All Ages,All Grades,,,4.09,3.63
Vermont,2015,All Races,Female,18 to 44 Years,All Grades,17.4,20.2,4.09,3.63
Vermont,2015,All Races,Female,All Ages,All Grades,14.0,15.0,4.09,3.63
Vermont,2015,All Races,Male,All Ages,All Grades,18.0,17.8,4.09,3.63
Vermont,2015,All Races,Overall,18 to 24 Years,All Grades,18.0,17.8,4.09,3.63
Vermont,2015,All Races,Overall,25 to 44 Years,All Grades,19.8,25.7,4.09,3.63
Vermont,2015,All Races,Overall,45 to 64 Years,All Grades,16.5,15.1,4.09,3.63
Vermont,2015,All Races,Overall,65 Years and Older,All Grades,9.0,5.8,4.09,3.63
Vermont,2015,All Races,Overall,Age 20 and Older,12th Grade,23.0,22.7,4.09,3.63
Vermont,2015,All Races,Overall,Age 20 and Older,< 12th Grade,35.5,38.4,4.09,3.63
Vermont,2015,All Races,Overall,Age 20 and Older,> 12th Grade,10.7,10.8,4.09,3.63
Vermont,2015,All Races,Overall,Age 25 and Older,12th Grade,22.2,22.1,4.09,3.63
Vermont,2015,All Races,Overall,Age 25 and Older,< 12th Grade,32.1,37.8,4.09,3.63
Vermont,2015,All Races,Overall,Age 25 and Older,> 12th Grade,10.5,10.6,4.09,3.63
Vermont,2015,All Races,Overall,All Ages,All Grades,16.0,16.4,4.09,3.63
Vermont,2015,American Indian/Alaska Native,Overall,All Ages,All Grades,36.4,,4.09,3.63
Vermont,2015,Asian/Pacific Islander,Overall,All Ages,All Grades,,,4.09,3.63
Vermont,2015,Hispanic,Overall,All Ages,All Grades,9.5,,4.09,3.63
Vermont,2015,White,Overall,All Ages,All Grades,15.8,15.9,4.09,3.63
West Virginia,2016,African American,Overall,All Ages,All Grades,32.4,30.6,2.21,1.56
West Virginia,2016,All Races,Female,18 to 44 Years,All Grades,30.9,33.6,2.21,1.56
West Virginia,2016,All Races,Female,All Ages,All Grades,23.9,25.7,2.21,1.56
West Virginia,2016,All Races,Male,All Ages,All Grades,25.8,25.7,2.21,1.56
West Virginia,2016,All Races,Overall,18 to 24 Years,All Grades,22.3,25.5,2.21,1.56
West Virginia,2016,All Races,Overall,25 to 44 Years,All Grades,33.3,34.7,2.21,1.56
West Virginia,2016,All Races,Overall,45 to 64 Years,All Grades,27.9,28.1,2.21,1.56
West Virginia,2016,All Races,Overall,65 Years and Older,All Grades,10.8,10.7,2.21,1.56
West Virginia,2016,All Races,Overall,Age 20 and Older,12th Grade,27.1,26.8,2.21,1.56
West Virginia,2016,All Races,Overall,Age 20 and Older,< 12th Grade,42.4,38.2,2.21,1.56
West Virginia,2016,All Races,Overall,Age 20 and Older,> 12th Grade,17.5,20.9,2.21,1.56
West Virginia,2016,All Races,Overall,Age 25 and Older,12th Grade,26.5,26.2,2.21,1.56
West Virginia,2016,All Races,Overall,Age 25 and Older,< 12th Grade,41.3,37.0,2.21,1.56
West Virginia,2016,All Races,Overall,Age 25 and Older,> 12th Grade,18.5,21.0,2.21,1.56
West Virginia,2016,All Races,Overall,All Ages,All Grades,24.8,25.7,2.21,1.56
West Virginia,2016,American Indian/Alaska Native,Overall,All Ages,All Grades,,,2.21,1.56
West Virginia,2016,Asian/Pacific Islander,Overall,All Ages,All Grades,,,2.21,1.56
West Virginia,2016,Hispanic,Overall,All Ages,All Grades,,,2.21,1.56
West Virginia,2016,White,Overall,All Ages,All Grades,24.7,25.3,2.21,1.56
